"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 25, 2017","7,753.6","7,693.7","7,843.4","7,663.8","14.48M","0.78%"
"Jun 18, 2017","7,693.7","7,963.1","8,112.8","7,663.8","44.42M","-2.65%"
"Jun 11, 2017","7,903.3","7,843.4","8,053.0","7,753.6","34.97M","0.76%"
"Jun 04, 2017","7,843.4","7,394.3","7,993.1","7,394.3","60.00M","6.07%"
"May 28, 2017","7,394.3","7,424.3","7,663.8","7,304.5","40.37M","-1.20%"
"May 21, 2017","7,484.2","7,394.3","7,723.7","7,334.5","68.21M","1.22%"
"May 14, 2017","7,394.3","7,065.0","7,514.1","6,975.2","53.13M","4.66%"
"May 07, 2017","7,065.0","7,005.2","7,184.8","6,885.4","25.27M","0.43%"
"Apr 30, 2017","7,035.1","6,945.3","7,184.8","6,945.3","18.96M","1.29%"
"Apr 23, 2017","6,945.3","6,735.7","7,005.2","6,616.0","26.99M","2.20%"
"Apr 16, 2017","6,795.6","6,855.5","6,975.2","6,675.9","22.91M","-0.87%"
"Apr 09, 2017","6,855.5","7,424.3","7,484.2","6,735.7","55.52M","-7.66%"
"Apr 02, 2017","7,424.3","7,334.5","7,693.7","7,214.7","48.17M","1.22%"
"Mar 26, 2017","7,334.5","7,633.8","7,753.6","7,274.6","60.91M","-3.92%"
"Mar 19, 2017","7,633.8","7,035.1","7,753.6","7,005.2","102.52M","8.97%"
"Mar 12, 2017","7,005.2","7,095.0","7,304.5","6,675.9","44.14M","-1.27%"
"Mar 05, 2017","7,095.0","6,855.5","7,184.8","6,675.9","36.43M","3.95%"
"Feb 26, 2017","6,825.6","6,795.6","6,915.4","6,586.1","10.38M","0.44%"
"Feb 19, 2017","6,795.6","6,795.6","7,065.0","6,616.0","19.15M","0.00%"
"Feb 12, 2017","6,795.6","7,214.7","7,214.7","6,735.7","20.03M","-5.02%"
"Feb 05, 2017","7,154.9","7,244.7","7,274.6","6,975.2","20.21M","-1.24%"
"Jan 29, 2017","7,244.7","7,065.0","7,334.5","6,855.5","6.07M","2.54%"
"Jan 22, 2017","7,065.0","6,915.4","7,124.9","6,705.8","6.77M","2.16%"
"Jan 15, 2017","6,915.4","6,436.4","7,095.0","6,376.5","15.00M","7.44%"
"Jan 08, 2017","6,436.4","6,017.3","6,645.9","6,017.3","19.21M","6.96%"
"Jan 01, 2017","6,017.3","5,298.8","6,256.8","5,298.8","14.13M","14.21%"
"Dec 25, 2016","5,268.8","5,209.0","5,328.7","5,179.0","4.06M","1.73%"
"Dec 18, 2016","5,179.0","5,209.0","5,448.5","5,059.3","7.57M","0.58%"
"Dec 11, 2016","5,149.1","5,119.2","5,149.1","4,969.5","1.68M","0.58%"
"Dec 04, 2016","5,119.2","5,328.7","5,328.7","4,969.5","2.80M","-3.39%"
"Nov 27, 2016","5,298.8","5,279.7","5,418.5","5,170.9","3.34M","0.36%"
